Calendar_Year,Calendar_Month,Date,Date_Value,Mode,Agency
2023,12,Dec-23,2024.00,Heavy Rail,SEPTA
2023,12,Dec-23,2024.00,Regional Rail,SEPTA
2023,12,Dec-23,2024.00,Trackless Trolley,SEPTA
2023,12,Dec-23,2024.00,Trolley,SEPTA
2024,1,Jan-24,2024.08,Bus,SEPTA
2024,1,Jan-24,2024.08,CCT,SEPTA
2024,1,Jan-24,2024.08,Heavy Rail,SEPTA
2024,1,Jan-24,2024.08,Regional Rail,SEPTA
2024,1,Jan-24,2024.08,Trackless Trolley,SEPTA
2024,1,Jan-24,2024.08,Trolley,SEPTA
2024,2,Feb-24,2024.17,Bus,SEPTA
2024,2,Feb-24,2024.17,CCT,SEPTA
2024,2,Feb-24,2024.17,Regional Rail,SEPTA
2024,2,Feb-24,2024.17,Heavy Rail,SEPTA
2024,2,Feb-24,2024.17,Trolley,SEPTA
2024,2,Feb-24,2024.17,Trackless Trolley,SEPTA
2024,3,Mar-24,2024.25,Bus,SEPTA
2024,3,Mar-24,2024.25,CCT,SEPTA
2024,3,Mar-24,2024.25,Regional Rail,SEPTA
2024,3,Mar-24,2024.25,Heavy Rail,SEPTA
2024,3,Mar-24,2024.25,Trolley,SEPTA
2024,3,Mar-24,2024.25,Trackless Trolley,SEPTA
2024,4,Apr-24,2024.33,Bus,SEPTA
2024,4,Apr-24,2024.33,CCT,SEPTA
2024,4,Apr-24,2024.33,Regional Rail,SEPTA
2024,4,Apr-24,2024.33,Heavy Rail,SEPTA
2024,4,Apr-24,2024.33,Trolley,SEPTA
2024,4,Apr-24,2024.33,Trackless Trolley,SEPTA
2024,5,May-24,2024.42,Bus,SEPTA
2024,5,May-24,2024.42,CCT,SEPTA
2024,5,May-24,2024.42,Regional Rail,SEPTA
2024,5,May-24,2024.42,Heavy Rail,SEPTA
2024,5,May-24,2024.42,Trolley,SEPTA
2024,5,May-24,2024.42,Trackless Trolley,SEPTA
2024,6,Jun-24,2024.50,Bus,SEPTA
2024,6,Jun-24,2024.50,CCT,SEPTA
2024,6,Jun-24,2024.50,Regional Rail,SEPTA
2024,6,Jun-24,2024.50,Heavy Rail,SEPTA
2024,6,Jun-24,2024.50,Trolley,SEPTA
2024,6,Jun-24,2024.50,Trackless Trolley,SEPTA
2024,7,Jul-24,2024.58,Bus,SEPTA
2024,7,Jul-24,2024.58,CCT,SEPTA
2024,7,Jul-24,2024.58,Regional Rail,SEPTA
2024,7,Jul-24,2024.58,Heavy Rail,SEPTA
2024,7,Jul-24,2024.58,Trolley,SEPTA
2024,7,Jul-24,2024.58,Trackless Trolley,SEPTA
2024,8,Aug-24,2024.67,Bus,SEPTA
2024,8,Aug-24,2024.67,CCT,SEPTA
2024,8,Aug-24,2024.67,Regional Rail,SEPTA
2024,8,Aug-24,2024.67,Heavy Rail,SEPTA
2024,8,Aug-24,2024.67,Trolley,SEPTA
2024,8,Aug-24,2024.67,Trackless Trolley,SEPTA
2024,9,Sep-24,2024.75,Bus,SEPTA
2024,9,Sep-24,2024.75,CCT,SEPTA
2024,9,Sep-24,2024.75,Regional Rail,SEPTA
2024,9,Sep-24,2024.75,Heavy Rail,SEPTA
2024,9,Sep-24,2024.75,Trolley,SEPTA
2024,9,Sep-24,2024.75,Trackless Trolley,SEPTA
2024,10,Oct-24,2024.83,Bus,SEPTA
2024,10,Oct-24,2024.83,CCT,SEPTA
2024,10,Oct-24,2024.83,Regional Rail,SEPTA
2024,10,Oct-24,2024.83,Heavy Rail,SEPTA
2024,10,Oct-24,2024.83,Trolley,SEPTA
2024,10,Oct-24,2024.83,Trackless Trolley,SEPTA
2024,11,Nov-24,2024.92,Bus,SEPTA
2024,11,Nov-24,2024.92,CCT,SEPTA
2024,11,Nov-24,2024.92,Regional Rail,SEPTA
2024,11,Nov-24,2024.92,Heavy Rail,SEPTA
2024,11,Nov-24,2024.92,Trolley,SEPTA
2024,11,Nov-24,2024.92,Trackless Trolley,SEPTA
2024,12,Dec-24,2025.00,Bus,SEPTA
2024,12,Dec-24,2025.00,CCT,SEPTA
2024,12,Dec-24,2025.00,Regional Rail,SEPTA
2024,12,Dec-24,2025.00,Heavy Rail,SEPTA
2024,12,Dec-24,2025.00,Trolley,SEPTA
2024,12,Dec-24,2025.00,Trackless Trolley,SEPTA
2025,1,Jan-25,2025.08,Bus,SEPTA
2025,1,Jan-25,2025.08,CCT,SEPTA
2025,1,Jan-25,2025.08,Regional Rail,SEPTA
2025,1,Jan-25,2025.08,Heavy Rail,SEPTA
2025,1,Jan-25,2025.08,Trolley,SEPTA
2025,1,Jan-25,2025.08,Trackless Trolley,SEPTA
2025,2,Feb-25,2025.17,Bus,SEPTA
2025,2,Feb-25,2025.17,CCT,SEPTA
2025,2,Feb-25,2025.17,Regional Rail,SEPTA
2025,2,Feb-25,2025.17,Heavy Rail,SEPTA
2025,2,Feb-25,2025.17,Trolley,SEPTA
2025,2,Feb-25,2025.17,Trackless Trolley,SEPTA
2025,3,Mar-25,2025.25,Bus,SEPTA
2025,3,Mar-25,2025.25,CCT,SEPTA
2025,3,Mar-25,2025.25,Regional Rail,SEPTA
2025,3,Mar-25,2025.25,Heavy Rail,SEPTA
2025,3,Mar-25,2025.25,Trolley,SEPTA
2025,3,Mar-25,2025.25,Trackless Trolley,SEPTA
2025,4,Apr-25,2025.33,Bus,SEPTA
2025,4,Apr-25,2025.33,CCT,SEPTA
2025,4,Apr-25,2025.33,Regional Rail,SEPTA
2025,4,Apr-25,2025.33,Heavy Rail,SEPTA
2025,4,Apr-25,2025.33,Trolley,SEPTA
2025,4,Apr-25,2025.33,Trackless Trolley,SEPTA
2025,6,Jun-25,2025.50,Heavy Rail,MBTA
2025,06,Jun-25,2025.50,All Bus,MBTA
2025,06,Jun-25,2025.50,Commuter Rail,MBTA
2025,03,Mar-25,2025.25,All Bus,MBTA
2025,03,Mar-25,2025.25,Commuter Rail,MBTA
2025,01,Jan-25,2025.08,Heavy Rail,MBTA
2025,01,Jan-25,2025.08,All Bus,MBTA
2025,01,Jan-25,2025.08,Commuter Rail,MBTA
2025,05,May-25,2025.42,Heavy Rail,MBTA
2025,04,Apr-25,2025.33,All Bus,MBTA
2025,04,Apr-25,2025.33,Commuter Rail,MBTA
2025,03,Mar-25,2025.25,Heavy Rail,MBTA
2025,02,Feb-25,2025.17,Heavy Rail,MBTA
2025,02,Feb-25,2025.17,All Bus,MBTA
2025,02,Feb-25,2025.17,Commuter Rail,MBTA
2025,05,May-25,2025.42,All Bus,MBTA
2025,05,May-25,2025.42,Commuter Rail,MBTA
2025,04,Apr-25,2025.33,Heavy Rail,MBTA
2024,12,Dec-24,2025.00,Heavy Rail,MBTA
2024,12,Dec-24,2025.00,All Bus,MBTA
2024,12,Dec-24,2025.00,Commuter Rail,MBTA
2024,11,Nov-24,2024.92,Heavy Rail,MBTA
2024,11,Nov-24,2024.92,All Bus,MBTA
2024,11,Nov-24,2024.92,Commuter Rail,MBTA
2024,07,Jul-24,2024.58,Heavy Rail,MBTA
2024,07,Jul-24,2024.58,All Bus,MBTA
2024,07,Jul-24,2024.58,Commuter Rail,MBTA
2024,09,Sep-24,2024.75,Heavy Rail,MBTA
2024,09,Sep-24,2024.75,All Bus,MBTA
2024,09,Sep-24,2024.75,Commuter Rail,MBTA
2024,05,May-24,2024.42,Heavy Rail,MBTA
2024,05,May-24,2024.42,All Bus,MBTA
2024,05,May-24,2024.42,Commuter Rail,MBTA
2024,08,Aug-24,2024.67,Heavy Rail,MBTA
2024,08,Aug-24,2024.67,All Bus,MBTA
2024,08,Aug-24,2024.67,Commuter Rail,MBTA
2024,06,Jun-24,2024.50,Heavy Rail,MBTA
2024,06,Jun-24,2024.50,All Bus,MBTA
2024,06,Jun-24,2024.50,Commuter Rail,MBTA
2024,04,Apr-24,2024.33,Heavy Rail,MBTA
2024,04,Apr-24,2024.33,All Bus,MBTA
2024,04,Apr-24,2024.33,Commuter Rail,MBTA
2024,10,Oct-24,2024.83,Heavy Rail,MBTA
2024,10,Oct-24,2024.83,All Bus,MBTA
2024,10,Oct-24,2024.83,Commuter Rail,MBTA
2024,01,Jan-24,2024.08,Heavy Rail,MBTA
2024,01,Jan-24,2024.08,All Bus,MBTA
2024,01,Jan-24,2024.08,Commuter Rail,MBTA
2023,11,Nov-23,2023.92,Heavy Rail,MBTA
2023,11,Nov-23,2023.92,All Bus,MBTA
2023,11,Nov-23,2023.92,Commuter Rail,MBTA
2024,03,Mar-24,2024.25,Heavy Rail,MBTA
2024,03,Mar-24,2024.25,All Bus,MBTA
2024,03,Mar-24,2024.25,Commuter Rail,MBTA
2023,12,Dec-23,2024.00,Heavy Rail,MBTA
2023,12,Dec-23,2024.00,All Bus,MBTA
2023,12,Dec-23,2024.00,Commuter Rail,MBTA
2023,10,Oct-23,2023.83,Heavy Rail,MBTA
2023,10,Oct-23,2023.83,All Bus,MBTA
2023,10,Oct-23,2023.83,Commuter Rail,MBTA
2023,08,Aug-23,2023.67,Heavy Rail,MBTA
2023,08,Aug-23,2023.67,All Bus,MBTA
2023,08,Aug-23,2023.67,Commuter Rail,MBTA
2024,02,Feb-24,2024.17,Heavy Rail,MBTA
2024,02,Feb-24,2024.17,All Bus,MBTA
2024,02,Feb-24,2024.17,Commuter Rail,MBTA
2023,09,Sep-23,2023.75,Heavy Rail,MBTA
2023,09,Sep-23,2023.75,All Bus,MBTA
2023,09,Sep-23,2023.75,Commuter Rail,MBTA
2023,06,Jun-23,2023.50,Heavy Rail,MBTA
2023,06,Jun-23,2023.50,All Bus,MBTA
2023,06,Jun-23,2023.50,Commuter Rail,MBTA
2023,02,Feb-23,2023.17,All Bus,MBTA
2023,02,Feb-23,2023.17,Commuter Rail,MBTA
2023,07,Jul-23,2023.58,Heavy Rail,MBTA
2023,07,Jul-23,2023.58,All Bus,MBTA
2023,05,May-23,2023.42,Heavy Rail,MBTA
2023,05,May-23,2023.42,All Bus,MBTA
2023,05,May-23,2023.42,Commuter Rail,MBTA
2023,07,Jul-23,2023.58,Commuter Rail,MBTA
2023,01,Jan-23,2023.08,Heavy Rail,MBTA
2023,02,Feb-23,2023.17,Heavy Rail,MBTA
2023,01,Jan-23,2023.08,All Bus,MBTA
2023,01,Jan-23,2023.08,Commuter Rail,MBTA
2023,03,Mar-23,2023.25,Heavy Rail,MBTA
2023,03,Mar-23,2023.25,All Bus,MBTA
2023,03,Mar-23,2023.25,Commuter Rail,MBTA
2023,04,Apr-23,2023.33,Heavy Rail,MBTA
2023,04,Apr-23,2023.33,All Bus,MBTA
2023,04,Apr-23,2023.33,Commuter Rail,MBTA
2022,11,Nov-22,2022.92,Heavy Rail,MBTA
2022,12,Dec-22,2023.00,Heavy Rail,MBTA
2022,11,Nov-22,2022.92,All Bus,MBTA
2022,11,Nov-22,2022.92,Commuter Rail,MBTA
2022,12,Dec-22,2023.00,All Bus,MBTA
2022,12,Dec-22,2023.00,Commuter Rail,MBTA
2022,08,Aug-22,2022.67,Heavy Rail,MBTA
2022,06,Jun-22,2022.50,Heavy Rail,MBTA
2022,06,Jun-22,2022.50,All Bus,MBTA
2022,06,Jun-22,2022.50,Commuter Rail,MBTA
2022,08,Aug-22,2022.67,All Bus,MBTA
2022,08,Aug-22,2022.67,Commuter Rail,MBTA
2022,07,Jul-22,2022.58,Heavy Rail,MBTA
2022,05,May-22,2022.42,Heavy Rail,MBTA
2022,09,Sep-22,2022.75,Heavy Rail,MBTA
2022,09,Sep-22,2022.75,All Bus,MBTA
2022,09,Sep-22,2022.75,Commuter Rail,MBTA
2022,05,May-22,2022.42,All Bus,MBTA
2022,07,Jul-22,2022.58,All Bus,MBTA
2022,05,May-22,2022.42,Commuter Rail,MBTA
2022,07,Jul-22,2022.58,Commuter Rail,MBTA
2022,10,Oct-22,2022.83,Heavy Rail,MBTA
2022,10,Oct-22,2022.83,All Bus,MBTA
2022,10,Oct-22,2022.83,Commuter Rail,MBTA
2021,10,Oct-21,2021.83,Heavy Rail,MBTA
2021,10,Oct-21,2021.83,All Bus,MBTA
2021,10,Oct-21,2021.83,Commuter Rail,MBTA
2022,02,Feb-22,2022.17,Heavy Rail,MBTA
2022,02,Feb-22,2022.17,All Bus,MBTA
2022,02,Feb-22,2022.17,Commuter Rail,MBTA
2021,12,Dec-21,2022.00,Heavy Rail,MBTA
2021,12,Dec-21,2022.00,All Bus,MBTA
2021,12,Dec-21,2022.00,Commuter Rail,MBTA
2022,03,Mar-22,2022.25,Heavy Rail,MBTA
2022,04,Apr-22,2022.33,Heavy Rail,MBTA
2022,01,Jan-22,2022.08,Heavy Rail,MBTA
2022,03,Mar-22,2022.25,All Bus,MBTA
2022,04,Apr-22,2022.33,All Bus,MBTA
2022,03,Mar-22,2022.25,Commuter Rail,MBTA
2022,04,Apr-22,2022.33,Commuter Rail,MBTA
2022,01,Jan-22,2022.08,All Bus,MBTA
2022,01,Jan-22,2022.08,Commuter Rail,MBTA
2021,11,Nov-21,2021.92,Heavy Rail,MBTA
2021,11,Nov-21,2021.92,All Bus,MBTA
2021,11,Nov-21,2021.92,Commuter Rail,MBTA
2021,09,Sep-21,2021.75,Heavy Rail,MBTA
2021,09,Sep-21,2021.75,All Bus,MBTA
2021,09,Sep-21,2021.75,Commuter Rail,MBTA
2021,03,Mar-21,2021.25,Commuter Rail,MBTA
2021,02,Feb-21,2021.17,All Bus,MBTA
2021,02,Feb-21,2021.17,Commuter Rail,MBTA
2021,07,Jul-21,2021.58,Heavy Rail,MBTA
2021,07,Jul-21,2021.58,All Bus,MBTA
2021,07,Jul-21,2021.58,Commuter Rail,MBTA
2021,02,Feb-21,2021.17,Heavy Rail,MBTA
2021,01,Jan-21,2021.08,Heavy Rail,MBTA
2021,08,Aug-21,2021.67,Heavy Rail,MBTA
2021,06,Jun-21,2021.50,Heavy Rail,MBTA
2021,04,Apr-21,2021.33,Heavy Rail,MBTA
2021,05,May-21,2021.42,Heavy Rail,MBTA
2021,03,Mar-21,2021.25,Heavy Rail,MBTA
2021,05,May-21,2021.42,All Bus,MBTA
2021,05,May-21,2021.42,Commuter Rail,MBTA
2021,08,Aug-21,2021.67,All Bus,MBTA
2021,08,Aug-21,2021.67,Commuter Rail,MBTA
2021,04,Apr-21,2021.33,All Bus,MBTA
2021,04,Apr-21,2021.33,Commuter Rail,MBTA
2021,06,Jun-21,2021.50,All Bus,MBTA
2021,06,Jun-21,2021.50,Commuter Rail,MBTA
2021,03,Mar-21,2021.25,All Bus,MBTA
2020,08,Aug-20,2020.67,All Bus,MBTA
2020,08,Aug-20,2020.67,Commuter Rail,MBTA
2020,06,Jun-20,2020.50,Commuter Rail,MBTA
2020,10,Oct-20,2020.83,All Bus,MBTA
2021,01,Jan-21,2021.08,All Bus,MBTA
2020,10,Oct-20,2020.83,Commuter Rail,MBTA
2021,01,Jan-21,2021.08,Commuter Rail,MBTA
2020,12,Dec-20,2021.00,All Bus,MBTA
2020,11,Nov-20,2020.92,All Bus,MBTA
2020,09,Sep-20,2020.75,All Bus,MBTA
2020,09,Sep-20,2020.75,Commuter Rail,MBTA
2020,08,Aug-20,2020.67,Heavy Rail,MBTA
2020,12,Dec-20,2021.00,Commuter Rail,MBTA
2020,11,Nov-20,2020.92,Commuter Rail,MBTA
2020,05,May-20,2020.42,Heavy Rail,MBTA
2020,05,May-20,2020.42,All Bus,MBTA
2020,05,May-20,2020.42,Commuter Rail,MBTA
2020,07,Jul-20,2020.58,Heavy Rail,MBTA
2020,11,Nov-20,2020.92,Heavy Rail,MBTA
2020,07,Jul-20,2020.58,All Bus,MBTA
2020,07,Jul-20,2020.58,Commuter Rail,MBTA
2020,12,Dec-20,2021.00,Heavy Rail,MBTA
2020,09,Sep-20,2020.75,Heavy Rail,MBTA
2020,10,Oct-20,2020.83,Heavy Rail,MBTA
2020,06,Jun-20,2020.50,Heavy Rail,MBTA
2020,06,Jun-20,2020.50,All Bus,MBTA
2020,03,Mar-20,2020.25,Heavy Rail,MBTA
2020,03,Mar-20,2020.25,All Bus,MBTA
2020,03,Mar-20,2020.25,Commuter Rail,MBTA
2020,01,Jan-20,2020.08,Heavy Rail,MBTA
2020,01,Jan-20,2020.08,All Bus,MBTA
2020,01,Jan-20,2020.08,Commuter Rail,MBTA
2020,02,Feb-20,2020.17,Heavy Rail,MBTA
2019,09,Sep-19,2019.75,Heavy Rail,MBTA
2019,09,Sep-19,2019.75,All Bus,MBTA
2019,09,Sep-19,2019.75,Commuter Rail,MBTA
2020,04,Apr-20,2020.33,Heavy Rail,MBTA
2019,12,Dec-19,2020.00,Heavy Rail,MBTA
2019,10,Oct-19,2019.83,Heavy Rail,MBTA
2019,11,Nov-19,2019.92,Heavy Rail,MBTA
2020,02,Feb-20,2020.17,All Bus,MBTA
2020,02,Feb-20,2020.17,Commuter Rail,MBTA
2020,04,Apr-20,2020.33,All Bus,MBTA
2020,04,Apr-20,2020.33,Commuter Rail,MBTA
2019,12,Dec-19,2020.00,All Bus,MBTA
2019,10,Oct-19,2019.83,All Bus,MBTA
2019,11,Nov-19,2019.92,All Bus,MBTA
2019,12,Dec-19,2020.00,Commuter Rail,MBTA
2019,10,Oct-19,2019.83,Commuter Rail,MBTA
2019,11,Nov-19,2019.92,Commuter Rail,MBTA
2019,02,Feb-19,2019.17,All Bus,MBTA
2019,02,Feb-19,2019.17,Commuter Rail,MBTA
2019,01,Jan-19,2019.08,Heavy Rail,MBTA
2019,07,Jul-19,2019.58,All Bus,MBTA
2019,06,Jun-19,2019.50,All Bus,MBTA
2019,07,Jul-19,2019.58,Commuter Rail,MBTA
2019,05,May-19,2019.42,All Bus,MBTA
2019,06,Jun-19,2019.50,Commuter Rail,MBTA
2019,05,May-19,2019.42,Commuter Rail,MBTA
2019,04,Apr-19,2019.33,All Bus,MBTA
2019,04,Apr-19,2019.33,Commuter Rail,MBTA
2019,03,Mar-19,2019.25,All Bus,MBTA
2019,03,Mar-19,2019.25,Commuter Rail,MBTA
2019,08,Aug-19,2019.67,Commuter Rail,MBTA
2019,05,May-19,2019.42,Heavy Rail,MBTA
2019,03,Mar-19,2019.25,Heavy Rail,MBTA
2019,08,Aug-19,2019.67,Heavy Rail,MBTA
2019,06,Jun-19,2019.50,Heavy Rail,MBTA
2019,04,Apr-19,2019.33,Heavy Rail,MBTA
2019,08,Aug-19,2019.67,All Bus,MBTA
2019,02,Feb-19,2019.17,Heavy Rail,MBTA
2019,07,Jul-19,2019.58,Heavy Rail,MBTA
2018,07,Jul-18,2018.58,Heavy Rail,MBTA
2018,07,Jul-18,2018.58,All Bus,MBTA
2018,07,Jul-18,2018.58,Commuter Rail,MBTA
2019,01,Jan-19,2019.08,All Bus,MBTA
2019,01,Jan-19,2019.08,Commuter Rail,MBTA
2018,12,Dec-18,2019.00,Heavy Rail,MBTA
2018,10,Oct-18,2018.83,All Bus,MBTA
2018,10,Oct-18,2018.83,Commuter Rail,MBTA
2018,09,Sep-18,2018.75,Heavy Rail,MBTA
2018,09,Sep-18,2018.75,All Bus,MBTA
2018,09,Sep-18,2018.75,Commuter Rail,MBTA
2018,08,Aug-18,2018.67,Heavy Rail,MBTA
2018,08,Aug-18,2018.67,All Bus,MBTA
2018,08,Aug-18,2018.67,Commuter Rail,MBTA
2018,12,Dec-18,2019.00,All Bus,MBTA
2018,12,Dec-18,2019.00,Commuter Rail,MBTA
2018,11,Nov-18,2018.92,Heavy Rail,MBTA
2018,11,Nov-18,2018.92,All Bus,MBTA
2018,11,Nov-18,2018.92,Commuter Rail,MBTA
2018,10,Oct-18,2018.83,Heavy Rail,MBTA
